Title,Location,Company,Job description,Employement Type
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Join Unbounce and help the world experience better marketing. We’re a people-first, customer-obsessed company focused on helping employees do their best work. Our landing page and conversion platform empower digital marketing teams and agencies to launch campaigns, increase conversions and get significantly better ROI on their marketing spend in a way that nobody else does today.

We are looking for a Machine Learning Engineer to join our growing efforts in data science, machine learning, and R&D. You’ll be part of the MLOps Squad on the Platform Services team, working with our Data Scientists, Data Engineers and Developers to architect data pipelines, support machine learning research, and bring machine learning features to production.

What you’ll be doing:

Working with our Engineering teams, you will help build production features that leverage our machine learning technologies
You will help develop infrastructure for rapid machine learning feature prototyping, deployment, and evaluation with customers
You will develop and research machine learning systems, models and schemas
Studying data science prototypes and transforming them into customer-facing ML features
Learning and applying best practices for ETL and batch processing of database, log, image, and HTML data
Learning about machine learning techniques on unstructured web page data, such as attention models, NLP techniques and computer vision models
Participate in large-scale project planning and stakeholder education

A little bit about you:

3 or more years of experience working in Machine Learning Engineering (you can use Data Engineering experience as a portion of this)
You have experience deploying machine learning models in production, and with production architecture, monitoring and logging
You can communicate clearly and empathetically with developers, product managers, and UX designers to explain the abilities and limitations of ML systems
Programming with Python and the associated data science/machine learning packages (e.g. scikit-learn, pandas, xgboost, numpy, scipy)
Management of databases (we principally use MySQL, Postgres, and DynamoDB)
Cloud infrastructure, preferably AWS (Sagemaker, EKS, CloudFormation)
Running services in Docker environments
An understanding of web technologies, including APIs (we use REST and GraphQL)
Agile development, version control, and code review processes
Big Data ETL (we principally use PySpark)
Finally, you have a strong passion for learning and acquiring knowledge and are humble in your endeavours to become a better MLE

Share our values:

Courage
Ambition
Being Real
Empathy
Diversity

What’s in it for you:

A remote-friendly office with flexible hours – for this role we will consider all applications from those based in Canada with the option to work from our Vancouver office
4 weeks vacation plus Christmas holiday closure - you're entitled to the week of Christmas off with pay through to and including Jan 1st
Vacation bonus - $1,000.00
12 personal wellness days (this includes: personal day, moving day, sick day, etc)
Health and wellness budget - $500.00
WFH allowance - $500.00
A paid day off for your birthday
One paid volunteer day per year
All Unbouncers are encouraged to dedicate 10% of their time to Pro-D time

Please note that we currently do not have a legal entity set up to operate as an employer of record in Quebec. We thank you for your consideration but we are unable to accept candidates from Quebec at this time.

Unbounce Welcomes You to be YOU!

At Unbounce, we want every employee to be excited to bring their full, authentic self to work. When you bring your unique experiences, background, knowledge, perspective, and self-expression while embracing the same from others we learn from each other. We innovate and co-create an environment where Unbouncers can do the best work of their careers. We’re bolder and more brilliant together.

We’re dedicated to ensuring each Unbouncer feels a sense of belonging, feels safe, cared for, respected and valued for who they are, and trusts that their unique voice is heard, embraced, and meaningfully contributes to decision-making. We’re committed to equitable employee experience, opportunity, pay and support for every employee regardless of gender identity or expression, race, ethnicity, family or marital status, religion, socio-economic status, veteran status, national origin, age, sexual orientation, education, disability, or any other characteristic that makes you unique.

We have no tolerance for sexism, racism, xenophobia, homophobia, transphobia, ableism, ageism, or any other forms of hateful/harmful discrimination and we’re taking action against unequal pay in our community through leading the #PayUpforProgress movement.

Please

Powered by JazzHR

dCZC9WivhK
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Coursera can hire people in any country where we have a legal entity, assuming candidates have eligible working rights and a sufficient timezone overlap with their team. Our interviews and onboarding are conducted virtually, a part of being a remote-first company.

Coursera was launched in 2012 by two Stanford Computer Science professors, Andrew Ng and Daphne Koller, with a mission to provide universal access to world-class learning. It is now one of the largest online learning platforms in the world, with more than 100 million registered learners. Coursera partners with 275+ leading university and industry partners to offer a broad catalog of content and credentials, including courses, Specializations, Professional Certificates, Guided Projects, and bachelor’s and master’s degrees. Institutions around the world use Coursera to upskill and reskill their employees, citizens, and students in fields such as data science, technology, and business. Coursera became a B Corp in February 2021.

Job Overview:

At Coursera, our Data team is helping build the future of education through data-driven decision making and data-powered products. We drive product and business strategy through measurement, experimentation, and causal inference. We define, develop, and launch the ML/AI models and algorithms that power content discovery, personalized learning, and machine-assisted teaching and grading. We believe the next generation of teaching and learning should be personalized, accessible, and efficient. With our scale, data, technology, and talent, Coursera and its Data team are positioned to make that vision a reality.

As a Staff Machine Learning Engineer, you will work closely with our Machine Learning Scientists, Data Engineers and Engineers to build ML infrastructures and internal tools to accelerate and power ML products development processes. You will be responsible for model deployment and model optimization of runtime performance and scalability in production. Your focus in this role would be to help ML scientists iterate faster and work more efficiently which includes building tools that could enable auto-retrain and auto-deployment services. As a senior member of the team, you are expected to collaborate with cross functional stakeholders and VP of Data to establish a strategy on how to scale ML/AI applications in production and furthermore, to provide technical mentorship to junior ML scientists in the team.

Responsibilities:

Work very closely with ML scientists to help with model deployment in production, and solve engineering pain-points by building scalable and general-use platforms
Build scalable and reliable infrastructure and pipelines for data/feature processing and storage and also scalable training and evaluation infrastructure and pipelines to accelerate model development
Automate ML workflows to enhance productivity across training, evaluation, testing, and results generation
Drive handshake and alignment with Eng on data/ML product architecture, ownership and the operation model
Partner with cross functional stakeholders to define a long-term vision for scaling ML/AI applications in production and help teams with their roadmap plannings
Provide technical mentorship to junior ML Engineers and act as a technical leader for the ML engineering domain

Basic Qualifications:

Highly skilled with Java development, Python and SQL/MySQL.
Highly skilled with strong proficiency in ML ops with experience in building large-scale ML applications, services, pipelines and architecture
Solid understanding and experience in system design of ML systems (design pattern, OOD, architecture, modules, interfaces, etc)
Highly skilled with distributed processing architecture and ML/data workflow management platform (Spark, Databricks, Airflow, Kubeflow, MLflow etc)
Experience with containerization such as Docker and Kubernates

Preferred Qualifications:

Solid understanding in machine learning theory and practice, and experience using machine learning tools (Scikit-Learn, TensorFlow, Weka etc.)
Solid understanding and experience working with cloud-based solutions, especially AWS
Knowledge in c++ or c# would be also preferred.
Experience with CI/CD pipelines, integrated tests and test-driven development
Experience with microservice architectures such as RESTful web-services

Coursera is an Equal Employment Opportunity Employer and considers all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, age, marital status, national origin, protected veteran status, disability, or any other legally protected class.

If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, please contact us at accommodations@coursera.org.

For California Candidates, please review our CCPA Applicant Notice here.

For our Global Candidates, please review our GDPR Recruitment Notice here.

Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Description

Tiger Analytics is looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our employees bring deep expertise in Data Science, Machine Learning and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world.

As a Data Scientist, you will apply strong expertise in AI through the use of machine learning, data mining, and information retrieval to design, prototype, and build next-generation advanced analytics engines and services. You will collaborate with cross-functional teams and business partners to define the technical problem statement and hypotheses to test. You will develop efficient and accurate analytical models which mimic business decisions and incorporate those models into analytical data products and tools. You will have the opportunity to drive current and future strategy by leveraging your analytical skills as you ensure business value and communicate the results.

Key Responsibilities

Collaborate with business partners to develop innovative solutions to meet objectives utilizing cutting edge techniques and tools.
Effectively communicate the analytics approach and how it will meet and address objectives to business partners.
Advocate and educate on the value of data-driven decision making; focus on the “how and why” of solutioning.
Lead analytic approaches; integrate solutions collaboratively into applications and tools with data engineers, business leads, analysts and developers.
Create repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products.
Engineer features by using your business acumen to find new ways to combine disparate internal and external data sources.
Share your passion for Data Science with the broader enterprise community; identify and develop long-term processes, frameworks, tools, methods and standards.
Collaborate, coach, and learn with a growing team of experienced Data Scientists.
Stay connected with external sources of ideas through conferences and community engagements

Requirements

Bachelors Degree in Data Science, Computer Science, or related field
4+ years of Data Science and Machine Learning experience required
Proficiency in Python or R. Ability to write complex SQL queries
Proficiency with Machine Learning concepts and modeling techniques to solve problems such as clustering, classification, regression, anomaly detection, simulation and optimization problems on large scale data sets.
Ability to implement ML best practices for the entire Data Science lifecycle
Ability to apply various analytical models to business use cases (NLP, Supervised, Un-Supervised, Neural Nets, etc.)
Exceptional communication and collaboration skills to understand business partner needs and deliver solutions
Bias for action, with the ability to deliver outstanding results through task prioritization and time management
Experience with data visualization tools — Tableau, Power BI, etc. preferred

Benefits

This position offers an excellent opportunity for significant career development in a fast-growing and challenging entrepreneurial environment with a high degree of individual responsibility.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Description:

We are looking for a machine learning engineer. In this role, you will get to work alongside various experts in product and engineering. You will analyze datasets to discover patterns, build and test models and implement them to improve our transactional monitoring system.

Responsibilities:
Mine and analyze data from databases to create features, generate insights, drive optimization and improvement of product development.
Develop data models and algorithms to improve the current AML rule based system.
Develop processes and tools to monitor and analyze model performance and data accuracy in production.
Implement end-to-end machine learning solutions in a production environment
Keep pace with the state-of-the-art technologies in machine learning

Experience and Qualifications:
Bachelor’s degree in Mathematics, Statistics, Computer Science, Engineering
3+ years of industrial experience solving analytical problems using relevant quantitative and qualitative research and analytics experience, in related business areas; or equivalent 2+years of industry experience with Master’s degree
Relevant experience in fraud detection, risk calculation and entity graph.
Experience with programming languages (e.g., SQL, NoSQL, Python etc.)
Hands-on experience with machine learning libraries / frameworks such as Scikit-learn, NumPy, Pandas, Tensorflow and Pytorch
Strong knowledge of classical machine learning techniques (clustering, decision trees, artificial neural networks)
Basic knowledge of other machine learning areas, reinforcement learning, or graph based learning.
A strong passion for empirical research and for answering hard questions with data is required.

Great to have Experience and Qualifications:
Graduate degree in statistics, computer science, machine learning or related quantitate field.
Familiarity with SaaS development in cloud ecosystems like AWS (e.g., Sagemaker)

Key Characteristics and Attitudes:

In a recent global survey these attributes were valued by Jumios in all locations and functions - we firmly believe in hiring for attitude as well as skill.
Friendly and supportive
Adaptable and flexible
Articulate and persuasive
High IQ and EQ
Curious and coachable
Commercially Aware
Resilient and tenacious
Big picture and the detail

Jumio Values:

IDEAL: Integrity, Diversity, Empowerment, Accountability, Leading Innovation

Equal Opportunities:

Jumio is a collaboration of people with different ideas, strengths, interests and cultures. We welcome applications and colleagues from all backgrounds and of all statuses.

About Jumio:

Jumio is a B2B technology company dedicated to eradicating online identity fraud, money laundering and other financial crimes to help make the internet safer. We leverage AI, biometrics, machine learning, liveness detection and automation to create solutions that are trusted by leading brands worldwide and respected by industry thought leaders.

Jumio is the leading provider of online identity verification, eKYC and AML solutions. With a global footprint, we’re expanding the team to meet strong client demand across a range of industries including Financial Services, Travel, Sharing Economy, Fintech, Gaming, and others.

Applicant Data Privacy

We will only use your personal information in connection with Jumio’s application, recruitment, and hiring processes, as described in Jumio’s Applicant Privacy Notice. If you have any questions or comments, please send an email to privacy@jumio.com.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Collaborate with different business and technology experts to understand and engineer data science solutions
Enable/optimize and improve business process and implement analytics with meaningful insights
Design, utilize algorithms and model data science solutions, perform error analysis to improve models and clean and validate for uniformity and accuracy
Design machine learning model used to automate processes like forecasting and optimization process

Objective

Create and build Logistics KPI dashboards
Create prediction model based on Capacity-Cost and other data elements
Build generic Client models/methods to improve accuracy of algorithms used
Work with structured and un-structed data and prepare data analysis
Create data process which support data pipeline, transformation and validation

Skills and Qualification

Bachelor s Degree in applied mathematics, statistics or similar disciplines
5 years experience data sciences and data visualization and analysis
Minimum 4 year s experience in quantitative programming using statistical models like pattern recognition and prediction modeling
Must have experience with SQL, Python or R and any statistical programming
Must have experience with Tableau or Power BI or Spotfire or similar tools
Experience with Oracle, MySQL database technologies
Preferred certification in the related areas
Show less",Contract
Data Scientist (remote),"Toronto, Ontario, Canada", ,"We are seeking a Machine Learning (ML) Research Engineer to join Aspect’s highly multidisciplinary research and product development team. In this role, you will help create modern ML methods to support and accelerate Aspect’s tissue design and therapeutic workflow.

What You’ll Do

Research and develop state-of-the-art computer vision, data science, and deep learning technologies
Work on high-impact real-world problems and datasets, including image and video analysis, data mining, knowledge discovery, structure prediction, data generation and translation, supervised, self-supervised, and unsupervised learning, active learning, and model uncertainty.
Contribute to end-to-end ML software development from problem formulation and data curation to model design, optimization, evaluation, and deployment
Provide feedback on Aspect’s products and contribute to technical product development discussions
Maintain rigorous documentation records following Aspect’s standards
Who You Are

Education: MSc or PhD in computer science, engineering, mathematics, statistics, or related fields with strong math and programming skills.
Development Experience: Hands-on experience in rapid prototyping with machine learning and deep learning libraries. Familiarity with database management, cloud computing, AWS, Google Cloud, Azure, etc.
Software Experience: Experience in planning and executing reliable and test-driven code. Understanding Git and familiarity with code, data, and ML experiments version-control practices
Technical Skills Set: Machine learning, data analysis, database, and scientific computing packages, e.g., PyTorch, Tensorflow, Scipy, Scikit-learn, Pandas, SQL. Familiarity with CUDA programming, and scientific image analysis tools such as ImageJ, ImageScope, and QuPath are extra
Problem Solver: Demonstrated ability to identify innovative working solutions to problems with challenging constraints
Effective Communicator: You have superior written and verbal communication skills. You are an active listener who can communicate to different audiences in diverse situations
Detail Oriented: You have outstanding attention to detail, and experimental and process rigor. You take pride in your work and strive for excellence in the work you do
Go-Getter: You work with a sense of urgency, are results-driven and thrive in a fast-paced, interdisciplinary, and entrepreneurial environment. You are willing to roll up your sleeves and do what it takes to get the job done
WHO WE ARE

Aspect Biosystems is a Canadian biotechnology company combining the power of microfluidics and 3D bioprinting to create bioprinted therapeutics. Our bold team of innovators and entrepreneurs have joined us from all over the globe to move the needle on 3D bioprinting and work towards a future where our technology is used to save lives and make people healthier.

We are endlessly curious and wildly passionate about what we do. Our team is always excited to learn and roll up our sleeves to make a difference in the ever-changing world of biotech. We believe that every person on our team is a key contributor to our success. If you are committed to make a real impact and accelerate the development of biotechnology, we want to hear from you!

WHY ASPECT?

The environment at Aspect is fast-paced, collaborative, ever-changing, and supportive. We are looking for team players who bring substantial expertise and competency in their field. We offer competitive compensation packages and benefits with excellent opportunities for personal growth and career development.

At Aspect Biosystems, we celebrate diversity and are committed to creating an inclusive environment for all employees. All aspects of employment including the decision to hire, promote, discipline, or terminate, will be based on merit, competence, performance, and business needs. We do not discriminate on the basis of race, colour, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, provincial, or local law.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"About Klick

Get your start somewhere different. Klick is an ecosystem of brilliant minds working to realize the full potential of their people and clients in life sciences since 1997. And we're still growing fast, even after two decades. We're one of the country's Top 10 Great Workplaces, 10 Most Inspiring Cultures, Best Workplace for Innovators, Millennials, and Today's Youth. Whether you're a current student looking for co-op and internship opportunities or a new grad looking for that first role, Klick is a powerful launching pad for any career. If you feel like you'd be a good fit for this role, we encourage you to apply and take the first steps to starting your career journey at Klick!

About Klick Consulting

Klick Consulting specializes in providing strategic, innovation and digital expertise to global clients operating in health and wellness companies including consumer health, pharmaceutical, medical device and biotech. Get to know your team at careers.klick.com/consulting .

Job Description

Work Term: 4-6 months (starting in January 2023)

Work schedule: 40 hours per week

Location: Toronto, ON (Hybrid)

The Klick Foundry team is seeking a high performing, high achieving, and passionate Data Scientist Intern to join our growing team. The Klick Foundry team designs and develops healthcare services and products to improve patient experiences and outcomes through the application of innovative digital healthcare technologies.

As a Data Scientist Intern, you will be an integral part of the Healthcare AI team working alongside our Product Development team to design, build ML/AI applications.

What you will do:
Using ML/DL and other data mining techniques to get insights from massive datasets, such as publications and drug-related data
Utilizing the latest technologies available, designing and building data solutions to support our team’s needs
Collaborating with team members across a range of disciplines

What we need from you:
Bachelors or Masters degree in computer science, engineering, applied science, biomedical science, bioinformatics, data science or related fields
Experience in Natural Language Processing (NLP) projects or completed lectures/courses of advantage
Programming skills in one or more of following languages: Python or R for ETL, NLP, feature extraction use cases
Practical experience with machine learning or deep learning framework
Co-op or internship program enrolment is an asset
Ongoing Ph.D degree candidate is an asset
Experience using Knowledge graphs with machine learning is an asset

Project Description
Project : Identifying novel drug-disease associations using a global network of biomedical relationships.
Drug repositioning is the process of identifying novel therapeutic potentials for existing drugs and discovering therapies for untreated diseases. Since drug repositioning relies on data for existing drugs and disease, the enormous growth of publicly available large-scale biological, biomedical and electronic health-related data along with MI/AI have accelerated the development of computational drug repositioning approaches. Biomedical communities have performed and analyzed various types of high-throughput experiments to understand physiological, biochemical and genetic relationships in the human body system. Furthermore, over 20 millions of biomedical research articles have been examined for the understanding of how chemicals, genes and physiological phenotypes interact with each other using Natural Language Processing techniques. However, regardless of these efforts, integrating multiple biochemical relationships and text mining information for drug repositioning is still a major challenge.
Klick will develop a new method to find novel repositioning drugs by integrating heterogeneous biomedical networks and text mining. To do this, network propagation, graph neural networks or other ML/DL algorithms will be applied to find novel associations between diseases and existing drugs. Klick collected various drug-related data, such as chemical properties, therapeutic characteristics, targets and physiological effects of approved drugs as well as over 20 years of accumulation of drug-related research articles. Intern will extract biomedical relationships from Klick’s drug datalake, and build a predictive model to find novel drug-disease interactions.

Klick Applied Sciences

Klick Applied Sciences, along with our Consulting and Ventures Group, represents an in-house research and innovation center. We are dedicated to helping life science organizations advance healthcare through the application of emerging concepts and technologies, and developing digital health products. Our philosophy is “Science at the speed of business”. Klick Applied Sciences creates solutions that engage and educate healthcare providers about life-saving treatments and help inform and empower patients to manage their own physical and mental health. It brings new insights and methodologies for research with pharmaceutical companies, hospitals, rehabilitation institutes, healthcare professionals, caregivers, and patients. The team includes a cross-functional research group of technological leaders, engineers, biomedical specialists, behavioural scientists, software developers, anatomists, computer game designers, and data scientists to bring innovative products and healthcare research to market in a dynamic and collaborative team environment. We employ many highly educated specialists who have extensive experience in both the scientifically rigorous community of academia, as well as the fast-paced and high-stakes world of the industry marketplace.

Klick is consciously creating a culture where everyone can thrive and grow in their careers. We believe that our best work comes from our diverse backgrounds, perspectives, and skills. We strongly encourage members of historically underrepresented communities to apply, including Black people, Indigenous peoples, and other people of colour, people with disabilities, people from gender and sexually diverse communities and people with intersectional identities.

We’re also committed to developing an inclusive, barrier-free recruitment process and work environment. Should you require any accommodation, please contact us at careers@klick.com and we will work with you to meet your accessibility needs and ensure you have a positive experience.
Show less",Internship
Data Scientist (remote),"Toronto, Ontario, Canada", ,"We're transforming the grocery industry

At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible earnings opportunities to Instacart Personal Shoppers.

Instacart has become a lifeline for millions of people, and we’re building the team to help push our shopping cart forward. If you’re ready to do the best work of your life, come join our table.

Instacart is a Flex First team

There’s no one-size fits all approach to how we do our best work. Our employees have the flexibility to choose where they do their best work—whether it’s from home, an office, or your favorite coffee shop—while staying connected and building community through regular in-person events. Learn more about our flexible approach to where we work.

Overview

You will be joining a growing data science team and will tackle some of the most challenging and impactful problems that are transforming how people buy groceries every day. You will be embedded within our data-driven product team as a trusted partner in uncovering barriers in the product’s usability and utilize these insights to inform product improvements that drive angle-changing growth. We’re looking for a self-driven, strategic thinker who can hit the ground running to ultimately influence decision-making across the entire organization.

About The Job
Own analytical frameworks that guide the product roadmap
Design rigorous experiments and interpret results to draw detailed and actionable conclusions
Develop statistical models to extract trends, measure results, and predict future performance of our product
Build simulations to project impact of various product and policy interventions
Enable objective decision making across the company by democratizing data through dashboards and other analytical tools
Use expertise in causal inference, machine learning, complex systems modeling, behavioral decision theory etc. to shape the future of Instacart
Present findings in a compelling way to influence Instacart’s leadership
About You
5+ years experience working in a quantitative role at a product company or a research organization
Ability to run rigorous experiments and come up with scientifically sound recommendations
Ability to write complex, efficient, and eloquent SQL queries to extract data
Ability to write efficient and eloquent code in Python or R
A desire to build and improve consumer software products
Ability to translate business needs into analytical frameworks
Eagerness to learn, flexibility to pivot when needed, savviness to navigate and thrive in a dynamic environment, and a growth mindset needed to build a successful team and company
Accommodations & Accessibility

At Instacart, we strive to create an accessible and inclusive experience for all candidates. If you need assistance submitting an application through our career site due to a disability, please submit an Accommodations Request Form and someone from our team will reach out soon to see how we may be able to assist.

Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Why Join Inworld
At Inworld, we’re building the future of immersive experiences. Our mission is to create and inspire new meaningful relationships. We provide a creative suite for building virtual characters, with a focus on gaming, metaverse, and brand experiences. Our goal is to give creators an intuitive and powerful way to create lifelike, engaging, and expressive personalities.

You will be joining a team of 40 creative technologists, scientists, engineers, and designers who are pioneering the use of artificial intelligence for social connection. While other companies are scaling back, we are well capitalized for our next phase of growth.

Inworld is backed by top-tier investors including Section 32, Intel Capital, BITKRAFT Ventures, Kleiner Perkins, Founders Fund, First Spark Ventures, The Venture Reality Fund, CRV, Meta, Microsoft’s M12 fund, Micron Ventures, LG Technology Ventures, NTT Docomo Ventures, and SK Telecom Venture Capital. Inworld was one of six companies selected for the 2022 Disney Accelerator. Prominent angels include Twitch Co-Founder, Kevin Lin; Oculus Co-Founder, Nate Mitchell; Animoca Brands Co-Founder, Yat Siu; The Sandbox Co-Founder, Sebastien Borget and NaHCO3, the family office of Riot Games Co-Founder, Marc Merrill.

Qualifications
Bachelor’s degree or equivalent practical experience.
5 years of experience with software development in one or more programming languages, or 3 years of experience with an advanced degree.
3 years of experience with applying machine learning algorithms in natural language processing domains.
Programming experience in Python and TensorFlow / PyTorch.

Responsibilities
Explore artificial intelligence methods to support content creation, language understanding, voice generation, etc.
Develop and test production-grade scalable machine learning algorithms using deep learning methods.
Create and verify the latest research methods for controllable text and code generation.
Develop and test data processing pipelines.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Company

Qualcomm Canada ULC

Job Area

Engineering Group, Engineering Group > Machine Learning Engineering

General Summary

Before there were smartphones or smart cities, before autonomous cars or 360 virtual reality videos, there was our technology. Headquartered in San Diego, for over 30 years Qualcomm’s inventions have inspired others to make the impossible, possible. From 5G to artificial intelligence, IoT to automotive and extended reality applications, Qualcomm is inventing the technologies of an intelligently connected future, spearheading research efforts for the next global wireless standard, and collaborating with industry leaders in the wireless value chain to make this future a commercial reality.

AI is transforming everything. We are making AI ubiquitous. Today, more intelligence is moving to edge devices, and mobile is becoming the pervasive AI platform. Building on the smartphone foundation and the scale of mobile, Qualcomm is making AI ubiquitous - expanding beyond mobile and powering other end devices, machines, vehicles, and things. We are inventing, developing, and commercializing power-efficient on-device AI, edge cloud AI, and 5G to make this a reality.

We are searching for talented and passionate engineers to develop and deliver Qualcomm’s AI/ML solutions across multiple domains to start innovating with them as early as January 2023.

When applying, you can specify which technical track(s) you would like to be considered for. By applying here, you are expressing interest in one of our many Qualcomm engineering positions. It is important to note that this is not a job posting for a specific role. We will review resumes on an ongoing basis, and a recruiter may reach out to you.

Job Overview

Multiple teams developing several technologies are hiring at our Markham, Ontario site:
AI/ML Systems: Develop Compiler toolchain to enhance the performance of the ML compiler and contribute to future evolution of the Qualcomm’s AI SW/HW solutions.
AI/ML Apps: AI/ML Application/Use-Case Architect and system software developer and test engineers for low power, high performance machine learning application development and analysis.
Embedded AI System Software: Develop toolchain and software stack for low power embedded neural engine on Snapdragon. Enable and optimize the performance of voice assistant and always-on camera use cases.

Minimum Qualifications
Graduating with a bachelor’s or master’s degree in computer science, engineering, information systems, or a related field no later than July 2023.
1+ years’ experience with Python, C/C++, computer and hardware architecture

Successful candidates will have experience in one or more of the following Software Engineering technical tracks:

AI/ML SYSTEM
Ability to code in C++ and Python
Strong software engineering principles are essential
Strong background in algorithm development and analysis
Exposure to front-end ML frameworks (i.e. TensorFlow, PyTorch, ONNX)
Exposure so SW and/or HW verification/validation flows.
Experience in compiler design and development is an asset.
Knowledge of different classes of ML models (i.e. CNN, RNN, Transformers, etc.) is an asset

AI/ML APPS

Machine learning algorithms;
Image and video processing and computer vision algorithms;
Application/Use-Case Architect – understanding of / experiences with:
Operating systems concepts such as synchronization and memory management;
Computer architecture
Hardware architecture
Machine learning frameworks like TensorFlow and Pytorch
Strong motivation and capabilities in learning new subjects especially in the field of artificial intelligence
Test Engineer:
Strong Linux programming skills with experience in C/C++, scripting languages (Perl/Python), and build systems
Strong knowledge of configuring and deploying automation servers (Jenkins)
Strong knowledge of CD/CI and designing CI workflow
Strong problem-solving skills
Experience working with source control management (Github/Gerrit/Perforce)
Experience working with containers (Docker, Kubernetes) a plus
Knowledge of the ARM development environment a plus
Knowledge of embedded development a plus
Knowledge of Java/Android and open source is a plus


EMBEDDED AI SYSTEM SOFTWARE
Excellent programming capability with C/C++
Strong software design, development, and debugging skills
Optimized Linux, Android, or embedded software development experience
Optimization of algebraic operations in algorithms for HW cores
Experience on compiler design and development is a big plus
Knowledge on deep learning and popular frameworks is an asset

Minimum Qualifications
Bachelor's degree in Computer Science, Engineering, Information Systems, or related field.

Applicants: If you need an accommodation, during the application/hiring process, you may request an accommodation by sending email to accommodationsupport

Although this role has some expected minor physical activity, this should not deter otherwise qualified applicants from applying. If you are an individual with a physical or mental disability and need an accommodation during the application/hiring process, please call Qualcomm’s toll-free number found here for assistance. Qualcomm will provide reasonable accommodations, upon request, to support individuals with disabilities as part of our ongoing efforts to create an accessible workplace.

Qualcomm is an equal opportunity employer and supports workforce diversity.

To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.

If you would like more information about this role, please contact Qualcomm Careers.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Daisy is AI done right. We deliver AI-Powered solutions for retailers and insurance companies that drive dramatically better business results. Daisy uses reinforcement learning, a branch of AI, and its patent-pending Theory of Retail™ and Theory of Risk™ to be truly unique in the marketplace and on the cutting edge of the category management and risk management revolution. As we continue building our world-class team, we are looking to hire a Data Analyst to join our team and intersect AI, product development and consulting.

How We Work:

We live a culture of ownership and each one of us is empowered to make a difference. We have a high performing and collaborative team that is driven to excel in SaaS product delivery to our clients.

The Impact you will have:

You’ll work at the intersection of business, AI, product development and client delivery
Launch and run live pilot projects for our clients around the world.
Implement measures to test and improve the quality of our output
Solve complex data problems for our clients
Contribute to the development of a new product by providing insight generation from big data
What you bring:

A Bachelor's or Master's degree in a quantitative discipline (Engineering, Computer Science or Mathematics)
Experience with mathematical modelling and exposure to tools like SAS or R
Expertise with database programming using SQL, database stored procedures and/or user defined functions
Experience with data analytics in a client-facing role and ability to travel onsite to clients in the USA, Europe, UAE when required.
A strong work ethic, able to work in a high pressure environment with continuous dead-lines for delivery
An ability to find creative solutions to complex leading edge problems
You are a strong communicator and have excellent interpersonal skills
Strong Microsoft Excel skills.
Bonus points for:

Ability to program using C/C++, PHP, or JavaScript

What we’re offering:

Truly Meaningful Work: We empower people to focus on what they do best at work by using machine intelligence to do what machines do best
Innovation: Create new and revolutionary AI technologies using reinforcement learning
Bloom (or should we say Grow) with Daisy: We invest in your personal and professional learning and development
Giving: We believe in giving back to our community through volunteering and support
Our team: Collaborate with smart, results-driven, and curious people who truly care about team and client success.
Other Perks and Rewards: Stock options, an annual performance bonus, group health benefits, paid vacations and more
If this sounds like a fit and you’d like to learn more, reach out to us today. Daisy is committed to workplace diversity, inclusion, and belonging and will accommodate people with disabilities in all aspects of the selection process upon request.

We are currently working remotely, but require all applicants to be able to work from our Toronto office once we reopen (date TBD)
Show less",Full-time
