Title,Product Link,Short Description,Off {Sale},Long Description,Category,Reviews,Size1,Price1 & Fixed Price,Size2,Price2,Size3,Price3,Size4,Price4
1200MG 1:1 SATIVA ORANGE DROPS (TWISTED EXTRACTS),https://herbapproach.com/product/1200mg-11-sativa-orange-drops-twisted-extracts/,1:1 Sativa Orange Drops by Twisted Extracts are orange flavoured oil drops that make it easy to incorporate cannabis and CBD into your daily routine. Enjoy them on their own or add them to your favourite foods or beverages for discreet consumption.,Not Avaliable on this product,"1200mg 1:1 Sativa Orange Drops (Twisted Extracts)
1:1 Sativa Orange Drops by Twisted Extracts are orange flavoured oil drops that make it easy to incorporate cannabis and CBD into your daily routine. Enjoy them on their own or add them to your favourite foods or beverages for discreet consumption.
Each tincture contains 600mg of THC and 600mg of CBD
Each 1ml dropper full contains 20mg of THC and 20mg of CBD
Uses: Stress | Pain | Lack of Appetite Effects: Euphoric | Energetic | Uplifted
Ingredients: Avocado oil, 100% pure orange oil, Sativa dominant cannabis extract, CBD
Directions: Shake the bottle before opening it. Use the measured dropper to take your desired dose. Allow 90 minutes for full effect before an additional dose is considered. Take with food for best results. To maximize sublingual uptake, hold drops under your tongue for 30-90 seconds, then swallow.",CBD/CBD TINCTURE & TOPICALS/1200MG 1:1 SATIVA ORANGE DROPS (TWISTED EXTRACTS),REVIEWS (0),,,,,,,,
LEMON CHRONIC ROCKS (CHRONIC ROCKS),https://herbapproach.com/product/lemon-chronic-rocks-chronic-rocks/,"Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. Each jar contains a 1 gram Lemon Chronic Rock",Not Avaliable on this product,"Lemon Chronic Rocks
Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. 1 gram nugs are rolled in delta-9 THC distillate until they are fully covered. Once the Chronic Rock is covered in distillate it is then dipped and fully coated with premium kief. Lemon Chronic Rocks will leave you blasting off into space with a mouth full of flavour. Each jar contains a 1 gram Lemon Chronic Rock Disclaimer: These are not intended to be used in a grinder. Contents will get destroyed and distillate will cause a mess in the grinder. To use, Break the Chronic rock up by hand and blend it in with your favorite flower to give it that extra kick. Whether in a bong or PRD, you’ll find that Chronic rocks will enhance your smoking experience. In this case, less is more and a little bit goes a long way.",VENDORS/CHRONIC ROCKS/LEMON CHRONIC ROCKS (CHRONIC ROCKS),REVIEWS (10),,$34.99,,,,,,
BLUEBERRY CHRONIC ROCKS (CHRONIC ROCKS),https://herbapproach.com/product/blueberry-chronic-rocks-chronic-rocks/,"Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. Each jar contains a 1 gram Blueberry Chronic Rock",Not Avaliable on this product,"Blueberry Chronic Rocks
Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. 1 gram nugs are rolled in delta-9 THC distillate until they are fully covered. Once the Chronic Rock is covered in distillate it is then dipped and fully coated with premium kief. Blueberry Chronic Rocks will leave you blasting off into space with a mouth full of flavour. Each jar contains a 1 gram Blueberry Chronic Rock
Disclaimer: These are not intended to be used in a grinder. Contents will get destroyed and distillate will cause a mess in the grinder. To use, Break the Chronic rock up by hand and blend it in with your favorite flower to give it that extra kick. Whether in a bong or PRD, you’ll find that Chronic rocks will enhance your smoking experience. In this case, less is more and a little bit goes a long way.",VENDORS/CHRONIC ROCKS/BLUEBERRY CHRONIC ROCKS (CHRONIC ROCKS),REVIEWS (4),,$34.99,,,,,,
STRAWBERRY CHRONIC ROCKS (CHRONIC ROCKS),https://herbapproach.com/product/strawberry-chronic-rocks-chronic-rocks/,"Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. Each jar contains a 1 gram Strawberry Chronic Rock",Not Avaliable on this product,"Strawberry Chronic Rocks
Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. 1 gram nugs are rolled in delta-9 THC distillate until they are fully covered. Once the Chronic Rock is covered in distillate it is then dipped and fully coated with premium kief. Strawberry Chronic Rocks will leave you blasting off into space with a mouth full of flavour. Each jar contains a 1 gram Strawberry Chronic Rock
Disclaimer: These are not intended to be used in a grinder. Contents will get destroyed and distillate will cause a mess in the grinder. To use, Break the Chronic rock up by hand and blend it in with your favorite flower to give it that extra kick. Whether in a bong or PRD, you’ll find that Chronic rocks will enhance your smoking experience. In this case, less is more and a little bit goes a long way.",VENDORS/CHRONIC ROCKS/STRAWBERRY CHRONIC ROCKS (CHRONIC ROCKS),REVIEWS (2),,$34.99,,,,,,
ORIGINAL CHRONIC ROCKS (CHRONIC ROCKS),https://herbapproach.com/product/original-chronic-rocks-chronic-rocks/,"Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. Each jar contains a 1 gram Original Chronic Rock",Not Avaliable on this product,"Original Chronic Rocks
Chronic Rocks are made using premium AAAA Indica flower, that contains natural terpenes and provides a nice smoke. 1 gram nugs are rolled in delta-9 THC distillate until they are fully covered. Once the Chronic Rock is covered in distillate it is then dipped and fully coated with premium kief. Original Chronic Rocks will leave you blasting off into space with a mouth full of flavour. Each jar contains a 1 gram Original Chronic Rock Disclaimer: These are not intended to be used in a grinder. Contents will get destroyed and distillate will cause a mess in the grinder. To use, Break the Chronic rock up by hand and blend it in with your favorite flower to give it that extra kick. Whether in a bong or PRD, you’ll find that Chronic rocks will enhance your smoking experience. In this case, less is more and a little bit goes a long way.",VENDORS/CHRONIC ROCKS/ORIGINAL CHRONIC ROCKS (CHRONIC ROCKS),REVIEWS (4),,$34.99,,,,,,
SKITTLES THC DISTILLATE CARTRIDGE (FUEGO),https://herbapproach.com/product/skittles-thc-distillate-cartridge-fuego/,Skittles THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Skittles gives users a sweet taste with every pull.,Not Avaliable on this product,"Skittles THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Skittles gives users a sweet taste with every pull.
ATTENTION* Please prime cartridge before using to avoid a burnt or off flavour. Simply take 5 long, 5 second pulls without pressing the power button. 
Ingredients: 87% pure high grade distillate, 10% MCT oil, 3% terpenes
Each 1ml cartridge contains 1 gram of distillate",VENDORS/FUEGO/SKITTLES THC DISTILLATE CARTRIDGE (FUEGO),REVIEWS (13),,$39.99,,,,,,
CHERRY WINE CBD GLASS CARTRIDGE (TOP SHELF),https://herbapproach.com/product/cherry-wine-cbd-glass-cartridge-top-shelf/,"Cherry Wine CBD Glass Cartridge by Top Shelf combines 2 high-CBD strains to create an experience that’s sweet, aromatic and soothing.",Not Avaliable on this product,"Cherry Wine CBD Glass Cartridge by Top Shelf combines 2 high-CBD strains to create an experience that’s sweet, aromatic and soothing. One toke is all you’ll need to experience relaxation, euphoria and an uplifted mindset.
Each Cartridge contains 1 Gram of Broad Spectrum CBD Oil
NOTICE* – Purge the carts before consuming. Take 2-3 long drags without turning on the battery before vaporizing, enjoy!",VENDORS/TOP SHELF/CHERRY WINE CBD GLASS CARTRIDGE (TOP SHELF),REVIEWS (2),,$29.99,,,,,,
1500MG 2:1 FULL SPECTRUM CBD TINCTURE (UAYA BOTANICALS),https://herbapproach.com/product/1500mg-21-full-spectrum-cbd-tincture-uaya-botanicals/,"1500mg 2:1 Full Spectrum CBD Tincture by UAYA Botanicals is made with the cleanest hemp distillate on the market, our full spectrum 2:1 (CBD-THC) is sure to pack a punch to knockout even your toughest symptoms.",Not Avaliable on this product,"1500mg 2:1 Full Spectrum CBD Tincture by UAYA Botanicals is made with the cleanest hemp distillate on the market, our full spectrum 2:1 (CBD-THC) is sure to pack a punch to knockout even your toughest symptoms.
  Ingredients: Full Spectrum Hemp Oil Distillate, Organic MCT Oil, Natural Terpenes
  Full Spectrum | Vegan | Lab Tested | Gluten Free | Non-GMO",VENDORS/UAYA BOTANICALS/1500MG 2:1 FULL SPECTRUM CBD TINCTURE (UAYA BOTANICALS),REVIEWS (1),,$95.00,,,,,,
1000MG THC PLUS SYRINGE (HERB ANGELS),https://herbapproach.com/product/1000mg-thc-plus-syringe-herb-angels/,"1000mg THC Plus Syringe by Herb Angels is a high potency dose of premium, full spectrum Cannabis extract delivering the synergistic benefits of THC and CBD.",Not Avaliable on this product,"1000mg THC Plus Syringe by Herb Angels is a high potency dose of premium, full spectrum Cannabis extract delivering the synergistic benefits of THC, CBD and additional terpenes, and cannabinoids for an enhanced Entourage Effect and ultra euphoric experience. Fully decarboxylated, this oil can be ingested directly, as a food additive or painted on a joint or bowl.
1000mg THC Plus Syringe is great for those looking to help treat symptoms of insomnia and cancer. As well as providing strong euphoric effects and inducing appetite.
Ingredients: Full Spectrum Cannabis Extract, Rick Simpson Oil
Directions/Suggested Use
The distillate is a very thick liquid. Remove from package and run the closed syringe under hot water to warm up the contents and make the distillate easier to squeeze out. Each mark on the syringe measures approximately 100mg of distillate.
Depending on your method of consumption, but typically, smoking or vaping will provide an almost instantaneous effect, as will taking distillates orally under the tongue. However, if used for cannabis edibles, the effects will take longer to onset due to a slower metabolization rate.
The effects and benefits of THC differ depending on the dosage amount and your body chemistry. We recommend setting a timer to track the way your body reacts to the tincture. If you are new to the world of cannabis, we advise that you start low, and go slow.",VENDORS/HERB ANGELS/1000MG THC PLUS SYRINGE (HERB ANGELS),REVIEWS (3),,$60.00,,,,,,
PEPPERMINT THC DISTILLATE CERAMIC CARTRIDGE (PYRO EXTRACTS) 0.5ML,https://herbapproach.com/product/peppermint-thc-distillate-ceramic-cartridge-pyro-extracts/,Pyro Extracts is proud to introduce their Peppermint THC Distillate Ceramic Cartridges! 0.5ml of THC Distillate in Each Ceramic Cartridge,Not Avaliable on this product,"Pyro Extracts is proud to introduce their Peppermint THC Distillate Ceramic Cartridges! Each THC Distillate cartridge is re-introduced with strain specific terpenes. The end result is a perfect blend of flavour and medical benefits. 0.5ml of THC Distillate in Each Ceramic CartridgeThese ceramic cartridges are 510 thread compatible. To make these cartridges fit with the original Pyro battery, you need to slide off the protector cap and screw in the cartridge ",VENDORS/PYRO EXTRACTS/PEPPERMINT THC DISTILLATE CERAMIC CARTRIDGE (PYRO EXTRACTS) 0.5ML,REVIEWS (4),,$19.99,,,,,,
PURPLE KUSH THC DISTILLATE (HOOTI EXTRACTS),https://herbapproach.com/product/purple-kush-thc-distillate-hooti-extracts/,Hooti Extracts is proud to introduce their Purple Kush THC Distillate! Each THC Distillate is re-introduced with strain specific terpenes. The end result is a perfect blend of flavour and medical benefits. Each Syringe Includes 1 Gram of Purple Kush THC Distillate,Not Avaliable on this product,Hooti Extracts is proud to introduce their Purple Kush THC Distillate! Each THC Distillate is re-introduced with strain specific terpenes. The end result is a perfect blend of flavour and medical benefits. Each Syringe Includes 1 Gram of Purple Kush THC Distillate,VENDORS/HOOTI EXTRACTS/PURPLE KUSH THC DISTILLATE (HOOTI EXTRACTS),REVIEWS (0),,$29.99,,,,,,
PINEAPPLE THC DISTILLATE CERAMIC CARTRIDGE (PYRO EXTRACTS) 0.5ML,https://herbapproach.com/product/pineapple-thc-distillate-ceramic-cartridge-pyro-extracts/,Pyro Extracts is proud to introduce their Pineapple THC Distillate Ceramic Cartridges!,Not Avaliable on this product,"Pyro Extracts is proud to introduce their Pineapple THC Distillate Ceramic Cartridges! Each THC Distillate cartridge is re-introduced with strain specific terpenes. The end result is a perfect blend of flavour and medical benefits.
0.5ml of THC Distillate in Each Ceramic Cartridge
These ceramic cartridges are 510 thread compatible. To make these cartridges fit with the original Pyro battery, you need to slide off the protector cap and screw in the cartridge ",VENDORS/PYRO EXTRACTS/PINEAPPLE THC DISTILLATE CERAMIC CARTRIDGE (PYRO EXTRACTS) 0.5ML,REVIEWS (2),,$19.99,,,,,,
SWEET AND SOUR WIDOW CBD GLASS CARTRIDGE (TOP SHELF),https://herbapproach.com/product/sweet-and-sour-widow-cbd-glass-cartridge-top-shelf/,Sweet and Sour Widow CBD Glass Cartridge by Top Shelf is the culmination of the White Widow and an unnamed hybrid strain. This cultivar’s balanced profile delivers mild psych activity and relief all in one package.,Not Avaliable on this product,"Sweet and Sour Widow CBD Glass Cartridge by Top Shelf is the culmination of the White Widow and an unnamed hybrid strain. This cultivar’s balanced profile delivers mild psych activity and relief all in one package.
Each Cartridge contains 1 Gram of Broad Spectrum CBD Oil
NOTICE* – Purge the carts before consuming. Take 2-3 long drags without turning on the battery before vaporizing, enjoy!",VENDORS/TOP SHELF/SWEET AND SOUR WIDOW CBD GLASS CARTRIDGE (TOP SHELF),REVIEWS (5),,$29.99,,,,,,
600MG THC TINCTURE (HERB ANGELS),https://herbapproach.com/product/600mg-thc-tincture-herb-angels/,600mg THC Tincture by Herb Angels contains the purest form of THC delivered in coconut MCT oil. This flavorless tincture is a great way to gradually build up your dosage with minimal euphoric effects.,Not Avaliable on this product,"600mg THC Tincture by Herb Angels contains the purest form of THC delivered in coconut MCT oil. This flavorless tincture is a great way to gradually build up your dosage with minimal euphoric effects. THC Distillate does produce euphoric effects.
Each 30ml bottle contains 600mg of THC – 20mg per dose",VENDORS/HERB ANGELS/600MG THC TINCTURE (HERB ANGELS),REVIEWS (2),,$35.00,,,,,,
CERAMIC VAPORIZER BATTERY (PYRO EXTRACTS),https://herbapproach.com/product/ceramic-vaporizer-battery-pyro-extracts/,Pyro Extracts Ceramic Vaporizer Battery & Charger,Not Avaliable on this product,"Pyro Extracts Ceramic Vaporizer Battery & Charger
Each Order Includes 1 Vaporizer/Battery with Charger
NOTICE: Adjust the battery to your preferred voltage setting by twisting the silver disk at the bottom of the battery and lining up the red line to the selected voltage number (3.3V – 4.8V)
 ",VENDORS/PYRO EXTRACTS/CERAMIC VAPORIZER BATTERY (PYRO EXTRACTS),REVIEWS (23),,$20.00,,,,,,
TOP SHELF VAPORIZER BATTERY,https://herbapproach.com/product/top-shelf-vaporizer-battery/,"Top Shelf Vaporizer Battery is a sleek, platinum coloured battery that fits all 510 thread cartridges.",Not Avaliable on this product,"Top Shelf Vaporizer Battery is a sleek, platinum coloured battery that fits all 510 thread cartridges.",VENDORS/TOP SHELF/TOP SHELF VAPORIZER BATTERY,REVIEWS (8),,$20.00,,,,,,
PURPLE KUSH THC DISTILLATE (HOOTI EXTRACTS),https://herbapproach.com/product/purple-kush-thc-distillate-hooti-extracts/,Hooti Extracts is proud to introduce their Purple Kush THC Distillate! Each THC Distillate is re-introduced with strain specific terpenes. The end result is a perfect blend of flavour and medical benefits. Each Syringe Includes 1 Gram of Purple Kush THC Distillate,Not Avaliable on this product,Hooti Extracts is proud to introduce their Purple Kush THC Distillate! Each THC Distillate is re-introduced with strain specific terpenes. The end result is a perfect blend of flavour and medical benefits. Each Syringe Includes 1 Gram of Purple Kush THC Distillate,VENDORS/HOOTI EXTRACTS/PURPLE KUSH THC DISTILLATE (HOOTI EXTRACTS),REVIEWS (0),,$29.99,,,,,,
PINEAPPLE THC DISTILLATE CERAMIC CARTRIDGE (PYRO EXTRACTS) 0.5ML,https://herbapproach.com/product/pineapple-thc-distillate-ceramic-cartridge-pyro-extracts/,Pyro Extracts is proud to introduce their Pineapple THC Distillate Ceramic Cartridges!,Not Avaliable on this product,"Pyro Extracts is proud to introduce their Pineapple THC Distillate Ceramic Cartridges! Each THC Distillate cartridge is re-introduced with strain specific terpenes. The end result is a perfect blend of flavour and medical benefits.
0.5ml of THC Distillate in Each Ceramic Cartridge
These ceramic cartridges are 510 thread compatible. To make these cartridges fit with the original Pyro battery, you need to slide off the protector cap and screw in the cartridge ",VENDORS/PYRO EXTRACTS/PINEAPPLE THC DISTILLATE CERAMIC CARTRIDGE (PYRO EXTRACTS) 0.5ML,REVIEWS (2),,$19.99,,,,,,
SWEET AND SOUR WIDOW CBD GLASS CARTRIDGE (TOP SHELF),https://herbapproach.com/product/sweet-and-sour-widow-cbd-glass-cartridge-top-shelf/,Sweet and Sour Widow CBD Glass Cartridge by Top Shelf is the culmination of the White Widow and an unnamed hybrid strain. This cultivar’s balanced profile delivers mild psych activity and relief all in one package.,Not Avaliable on this product,"Sweet and Sour Widow CBD Glass Cartridge by Top Shelf is the culmination of the White Widow and an unnamed hybrid strain. This cultivar’s balanced profile delivers mild psych activity and relief all in one package.
Each Cartridge contains 1 Gram of Broad Spectrum CBD Oil
NOTICE* – Purge the carts before consuming. Take 2-3 long drags without turning on the battery before vaporizing, enjoy!",VENDORS/TOP SHELF/SWEET AND SOUR WIDOW CBD GLASS CARTRIDGE (TOP SHELF),REVIEWS (5),,$29.99,,,,,,
600MG THC TINCTURE (HERB ANGELS),https://herbapproach.com/product/600mg-thc-tincture-herb-angels/,600mg THC Tincture by Herb Angels contains the purest form of THC delivered in coconut MCT oil. This flavorless tincture is a great way to gradually build up your dosage with minimal euphoric effects.,Not Avaliable on this product,"600mg THC Tincture by Herb Angels contains the purest form of THC delivered in coconut MCT oil. This flavorless tincture is a great way to gradually build up your dosage with minimal euphoric effects. THC Distillate does produce euphoric effects.
Each 30ml bottle contains 600mg of THC – 20mg per dose",VENDORS/HERB ANGELS/600MG THC TINCTURE (HERB ANGELS),REVIEWS (2),,$35.00,,,,,,
CERAMIC VAPORIZER BATTERY (PYRO EXTRACTS),https://herbapproach.com/product/ceramic-vaporizer-battery-pyro-extracts/,Pyro Extracts Ceramic Vaporizer Battery & Charger,Not Avaliable on this product,"Pyro Extracts Ceramic Vaporizer Battery & Charger
Each Order Includes 1 Vaporizer/Battery with Charger
NOTICE: Adjust the battery to your preferred voltage setting by twisting the silver disk at the bottom of the battery and lining up the red line to the selected voltage number (3.3V – 4.8V)
 ",VENDORS/PYRO EXTRACTS/CERAMIC VAPORIZER BATTERY (PYRO EXTRACTS),REVIEWS (23),,$20.00,,,,,,
FRUITY LOOPS THC DISTILLATE CARTRIDGE (FUEGO),https://herbapproach.com/product/fruity-loops-thc-distillate-cartridge-fuego/,Fruity Loops THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Fruity Loops gives users a sweet taste with every pull.,Not Avaliable on this product,"Fruity Loops THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Fruity Loops gives users a sweet taste with every pull.
ATTENTION* Please prime cartridge before using to avoid a burnt or off flavour. Simply take 5 long, 5 second pulls without pressing the power button. 
Ingredients: 87% pure high grade distillate, 10% MCT oil, 3% terpenes
Each 1ml cartridge contains 1 gram of distillate",VENDORS/FUEGO/FRUITY LOOPS THC DISTILLATE CARTRIDGE (FUEGO),REVIEWS (12),,$39.99,,,,,,
3:1 TINCTURE (HERB ANGELS),https://herbapproach.com/product/31-tincture-herb-angels/,"3:1 Tincture by Herb Angels contains equal parts CBD and THC, delivered in coconut MCT oil, providing and buildable dosage with mild to medium euphoric effect.",Not Avaliable on this product,"3:1 Tincture by Herb Angels contains equal parts CBD and THC, delivered in coconut MCT oil, providing and buildable dosage with mild to medium euphoric effect.
Each 30ml bottle contains 900mg of CBD and 300mg of THC",VENDORS/HERB ANGELS/3:1 TINCTURE (HERB ANGELS),REVIEWS (2),,$64.00,,,,,,
PINK KUSH ROSIN (SQUISH EXTRACTS),https://herbapproach.com/product/pink-kush-rosin-squish-extracts/,"Pink Kush Rosin, as coveted as its OG Kush relative, is an indica-dominant hybrid with powerful body-focused effects. In its exceptional variations, pink hairs burst from bright green buds barely visible under a blanket of sugar-like trichomes, with traces of a sweet vanilla and candy perfume.",Not Avaliable on this product,"Pink Kush Rosin (Squish Extracts)
Pink Kush Rosin, as coveted as its OG Kush relative, is an indica-dominant hybrid with powerful body-focused effects. In its exceptional variations, pink hairs burst from bright green buds barely visible under a blanket of sugar-like trichomes, with traces of a sweet vanilla and candy perfume. The potency of this strain could be considered overpowering, and even small doses are known to eliminate pain, insomnia, and appetite loss. Growers have to wait 10 to 11 weeks for Pink Kush flowering, but high yields of top-shelf buds are worth the wait.
  Flavours:  Sweet, Flowery, Pungent
Effects: Relaxed, Uplifted, Euphoric, Happy, Energetic
Medical Uses: Pain, Insomnia, Stress, Lack of Appetite, Nausea
   ",VENDORS/SQUISH EXTRACTS/PINK KUSH ROSIN (SQUISH EXTRACTS),REVIEWS (10),,$60.00,,,,,,
EVOLVE PLUS XL QUARTZ QUAD COIL (1PC COIL REPLACEMENT) (YOCAN),https://herbapproach.com/product/evolve-plus-xl-quartz-quad-coil-yocan-1pc-coil-replacement/,This product is a replacement coil for the Yocan Evolve Plus XL Vapourizer.,Not Avaliable on this product,"This product is a replacement coil for the Yocan Evolve Plus XL Vapourizer.
The Yocan Evolve Plus XL vape pen has a larger battery and atomizer coil than the original Yocan Evolve. The Yocan Evolve Plus series also features a built-in silicone container at the bottom of the battery so you can store your materials conveniently and discreetly. These vape pens also use Quartz Dual Coil (QDC) Technology for smooth flavor. These coils also have a Functional Coil Cap to prevent messy leaks.
What You Get:
1x Quartz Quad Coil Replacement
   ",VENDORS/YOCAN/EVOLVE PLUS XL QUARTZ QUAD COIL (1PC COIL REPLACEMENT) (YOCAN),REVIEWS (6),,$5.00,,,,,,
EVOLVE PLUS QUARTZ DUAL COIL (1PC COIL REPLACEMENT) (YOCAN),https://herbapproach.com/product/evolve-plus-quartz-dual-coil-yocan/,This product is a replacement coil for the Yocan Evolve Plus Vaporizer.,Not Avaliable on this product,"Evolve Plus Quartz Dual Coil (1pc Coil Replacement) (Yocan)
This product is a replacement coil for the Yocan Evolve Plus Vaporizer.
The Yocan Evolve Plus vape pen has a larger battery and atomizer coil than the original Yocan Evolve. The Yocan Evolve Plus series also features a built-in silicone container at the bottom of the battery so you can store your materials conveniently and discreetly. These vape pens also use Quartz Dual Coil (QDC) Technology for smooth flavor. These coils also have a Functional Coil Cap to prevent messy leaks.
What You Get:
1x Quartz Dual Coil Replacement
 ",VENDORS/YOCAN/EVOLVE PLUS QUARTZ DUAL COIL (1PC COIL REPLACEMENT) (YOCAN),REVIEWS (7),,$5.00,,,,,,
EVOLVE PLUS CERAMIC DONUT COIL (1PC COIL REPLACEMENT) (YOCAN),https://herbapproach.com/product/evolve-plus-ceramic-donut-coil-1pc-coil-replacement-yocan/,"This product is a replacement coil for the Yocan Evolve Plus Vapourizer.
What You Get:
1x Ceramic Donut Coil Replacement",Not Avaliable on this product,"Evolve Plus Ceramic Donut Coil (1pc Coil Replacement)
The Yocan Evolve Plus 0.8ohm ceramic donut coil heats quickly and provides smooth, flavorful vapor. Side air intakes above the ceramic coil surface prevent spit back and leaks. Contains no adhesives.
This product is a replacement coil for the Yocan Evolve Plus Vapourizer.
The Yocan Evolve Plus vape pen has a larger battery and atomizer coil than the original Yocan Evolve. The Yocan Evolve Plus series also features a built-in silicone container at the bottom of the battery so you can store your materials conveniently and discreetly. These vape pens also use Quartz Dual Coil (QDC) Technology for smooth flavor. These coils also have a Functional Coil Cap to prevent messy leaks.
What You Get:
1x Ceramic Donut Coil Replacement
   ",VENDORS/YOCAN/EVOLVE PLUS CERAMIC DONUT COIL (1PC COIL REPLACEMENT) (YOCAN),REVIEWS (0),,$8.00,,,,,,
ROOT BEER THC DISTILLATE CARTRIDGE (FUEGO),https://herbapproach.com/product/rootbeer-thc-distillate-cartridge-fuego/,Rootbeer THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Rootbeer gives users a sweet taste with every pull.,Not Avaliable on this product,"Root Beer THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Rootbeer gives users a sweet taste with every pull.
ATTENTION* Please prime cartridge before using to avoid a burnt or off flavour. Simply take 5 long, 5 second pulls without pressing the power button. 
Ingredients: 87% pure high grade distillate, 10% MCT oil, 3% terpenes
Each 1ml cartridge contains 1 gram of distillate",VENDORS/FUEGO/ROOT BEER THC DISTILLATE CARTRIDGE (FUEGO),REVIEWS (9),,$39.99,,,,,,
MANGO FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/mango-fruit-pod-hooti-extracts/,Mango Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Mango Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/MANGO FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/berry-punch-fruit-pod-hooti-extracts/,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/blood-orange-fruit-pod-hooti-extracts/,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
WATERMELON FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/watermelon-fruit-pod-hooti-extracts/,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/WATERMELON FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
MANGO FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/mango-fruit-pod-hooti-extracts/,Mango Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Mango Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/MANGO FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/berry-punch-fruit-pod-hooti-extracts/,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/blood-orange-fruit-pod-hooti-extracts/,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
